;;1kw;2kw;3kw;5kw;;;;;
24.08.2020 01:00;;0;0;0;0;;;;;
24.08.2020 02:00;;0;0;0;0;;;;;
24.08.2020 03:00;;0;0;0;0;;;;;
24.08.2020 04:00;;0.007;0.014;0.021;0.035;;;;;
24.08.2020 05:00;;0.04;0.079;0.119;0.198;;;;;
24.08.2020 06:00;;0.095;0.19;0.284;0.474;;;;;
24.08.2020 07:00;;0.143;0.287;0.43;0.717;;;;;
24.08.2020 08:00;;0.199;0.397;0.596;0.993;;;;;
24.08.2020 09:00;;0.219;0.437;0.656;1.092;;;;;
24.08.2020 10:00;;0.214;0.429;0.643;1.071;;;;;
24.08.2020 11:00;;0.224;0.447;0.671;1.117;;;;;
24.08.2020 12:00;;0.206;0.412;0.618;1.029;;;;;
24.08.2020 13:00;;0.163;0.327;0.49;0.816;;;;;
24.08.2020 14:00;;0.107;0.213;0.32;0.532;;;;;
24.08.2020 15:00;;0.061;0.121;0.182;0.303;;;;;
24.08.2020 16:00;;0.035;0.069;0.104;0.173;;;;;
24.08.2020 17:00;;0.016;0.031;0.047;0.078;;;;;
24.08.2020 18:00;;0;0;0;0;;;;;
24.08.2020 19:00;;0;0;0;0;;;;;
24.08.2020 20:00;;0;0;0;0;;;;;
24.08.2020 21:00;;0;0;0;0;;;;;
24.08.2020 22:00;;0;0;0;0;;;;;
24.08.2020 23:00;;0;0;0;0;;;;;
25.08.2020 00:00;;0;0;0;0;;;;;
25.08.2020 01:00;;0;0;0;0;;;;;
25.08.2020 02:00;;0;0;0;0;;;;;
25.08.2020 03:00;;0;0;0;0;;;;;
25.08.2020 04:00;;0.002;0.005;0.007;0.011;;;;;
25.08.2020 05:00;;0.02;0.041;0.061;0.102;;;;;
25.08.2020 06:00;;0.043;0.085;0.128;0.213;;;;;
25.08.2020 07:00;;0.072;0.145;0.217;0.361;;;;;
25.08.2020 08:00;;0.077;0.155;0.232;0.386;;;;;
25.08.2020 09:00;;0.104;0.208;0.312;0.52;;;;;
25.08.2020 10:00;;0.106;0.213;0.319;0.532;;;;;
25.08.2020 11:00;;0.111;0.221;0.332;0.553;;;;;
25.08.2020 12:00;;0.113;0.226;0.338;0.564;;;;;
25.08.2020 13:00;;0.099;0.198;0.298;0.496;;;;;
25.08.2020 14:00;;0.08;0.16;0.24;0.399;;;;;
25.08.2020 15:00;;0.056;0.111;0.167;0.278;;;;;
25.08.2020 16:00;;0.032;0.065;0.097;0.162;;;;;
25.08.2020 17:00;;0.012;0.025;0.037;0.061;;;;;
25.08.2020 18:00;;0;0;0;0;;;;;
25.08.2020 19:00;;0;0;0;0;;;;;
25.08.2020 20:00;;0;0;0;0;;;;;
25.08.2020 21:00;;0;0;0;0;;;;;
25.08.2020 22:00;;0;0;0;0;;;;;
25.08.2020 23:00;;0;0;0;0;;;;;
26.08.2020 00:00;;0;0;0;0;;;;;
26.08.2020 01:00;;0;0;0;0;;;;;
26.08.2020 02:00;;0;0;0;0;;;;;
26.08.2020 03:00;;0;0;0;0;;;;;
26.08.2020 04:00;;0.005;0.01;0.015;0.024;;;;;
26.08.2020 05:00;;0.043;0.086;0.129;0.216;;;;;
26.08.2020 06:00;;0.148;0.296;0.444;0.74;;;;;
26.08.2020 07:00;;0.332;0.664;0.995;1.658;;;;;
26.08.2020 08:00;;0.481;0.962;1.443;2.404;;;;;
26.08.2020 09:00;;0.587;1.174;1.76;2.933;;;;;
26.08.2020 10:00;;0.578;1.157;1.735;2.891;;;;;
26.08.2020 11:00;;0.671;1.342;2.013;3.354;;;;;
26.08.2020 12:00;;0.605;1.211;1.816;3.026;;;;;
26.08.2020 13:00;;0.476;0.952;1.428;2.379;;;;;
26.08.2020 14:00;;0.376;0.751;1.127;1.877;;;;;
26.08.2020 15:00;;0.243;0.486;0.728;1.213;;;;;
26.08.2020 16:00;;0.104;0.209;0.313;0.522;;;;;
26.08.2020 17:00;;0.039;0.079;0.118;0.197;;;;;
26.08.2020 18:00;;0.002;0.004;0.007;0.011;;;;;
26.08.2020 19:00;;0;0;0;0;;;;;
26.08.2020 20:00;;0;0;0;0;;;;;
26.08.2020 21:00;;0;0;0;0;;;;;
26.08.2020 22:00;;0;0;0;0;;;;;
26.08.2020 23:00;;0;0;0;0;;;;;
27.08.2020 00:00;;0;0;0;0;;;;;
27.08.2020 01:00;;0;0;0;0;;;;;
27.08.2020 02:00;;0;0;0;0;;;;;
27.08.2020 03:00;;0;0;0;0;;;;;
27.08.2020 04:00;;0.005;0.01;0.015;0.026;;;;;
27.08.2020 05:00;;0.037;0.075;0.112;0.188;;;;;
27.08.2020 06:00;;0.121;0.242;0.362;0.604;;;;;
27.08.2020 07:00;;0.274;0.548;0.822;1.371;;;;;
27.08.2020 08:00;;0.467;0.934;1.401;2.335;;;;;
27.08.2020 09:00;;0.555;1.11;1.665;2.775;;;;;
27.08.2020 10:00;;0.621;1.242;1.863;3.105;;;;;
27.08.2020 11:00;;0.627;1.254;1.881;3.135;;;;;
27.08.2020 12:00;;0.626;1.253;1.879;3.132;;;;;
27.08.2020 13:00;;0.537;1.075;1.612;2.687;;;;;
27.08.2020 14:00;;0.409;0.817;1.226;2.043;;;;;
27.08.2020 15:00;;0.266;0.531;0.797;1.328;;;;;
27.08.2020 16:00;;0.132;0.263;0.395;0.658;;;;;
27.08.2020 17:00;;0.039;0.078;0.117;0.195;;;;;
27.08.2020 18:00;;0.001;0.003;0.004;0.007;;;;;
27.08.2020 19:00;;0;0;0;0;;;;;
27.08.2020 20:00;;0;0;0;0;;;;;
27.08.2020 21:00;;0;0;0;0;;;;;
27.08.2020 22:00;;0;0;0;0;;;;;
27.08.2020 23:00;;0;0;0;0;;;;;
28.08.2020 00:00;;0;0;0;0;;;;;
28.08.2020 01:00;;0;0;0;0;;;;;
28.08.2020 02:00;;0;0;0;0;;;;;
28.08.2020 03:00;;0;0;0;0;;;;;
28.08.2020 04:00;;0.008;0.017;0.025;0.042;;;;;
28.08.2020 05:00;;0.062;0.124;0.187;0.311;;;;;
28.08.2020 06:00;;0.179;0.358;0.537;0.894;;;;;
28.08.2020 07:00;;0.367;0.733;1.1;1.834;;;;;
28.08.2020 08:00;;0.525;1.05;1.575;2.626;;;;;
28.08.2020 09:00;;0.615;1.23;1.845;3.075;;;;;
28.08.2020 10:00;;0.656;1.313;1.969;3.282;;;;;
28.08.2020 11:00;;0.571;1.142;1.712;2.854;;;;;
28.08.2020 12:00;;0.459;0.918;1.377;2.296;;;;;
28.08.2020 13:00;;0.363;0.725;1.088;1.814;;;;;
28.08.2020 14:00;;0.281;0.561;0.842;1.404;;;;;
28.08.2020 15:00;;0.199;0.398;0.597;0.996;;;;;
28.08.2020 16:00;;0.096;0.192;0.289;0.481;;;;;
28.08.2020 17:00;;0.026;0.053;0.079;0.132;;;;;
28.08.2020 18:00;;0;0;0;0;;;;;
28.08.2020 19:00;;0;0;0;0;;;;;
28.08.2020 20:00;;0;0;0;0;;;;;
28.08.2020 21:00;;0;0;0;0;;;;;
28.08.2020 22:00;;0;0;0;0;;;;;
28.08.2020 23:00;;0;0;0;0;;;;;
29.08.2020 00:00;;0;0;0;0;;;;;
29.08.2020 01:00;;0;0;0;0;;;;;
29.08.2020 02:00;;0;0;0;0;;;;;
29.08.2020 03:00;;0;0;0;0;;;;;
29.08.2020 04:00;;0.002;0.003;0.005;0.008;;;;;
29.08.2020 05:00;;0.025;0.051;0.076;0.126;;;;;
29.08.2020 06:00;;0.073;0.145;0.218;0.363;;;;;
29.08.2020 07:00;;0.13;0.261;0.391;0.652;;;;;
29.08.2020 08:00;;0.197;0.394;0.59;0.984;;;;;
29.08.2020 09:00;;0.243;0.486;0.728;1.213;;;;;
29.08.2020 10:00;;0.26;0.519;0.779;1.297;;;;;
29.08.2020 11:00;;0.26;0.52;0.78;1.3;;;;;
29.08.2020 12:00;;0.239;0.479;0.718;1.197;;;;;
29.08.2020 13:00;;0.197;0.394;0.591;0.985;;;;;
29.08.2020 14:00;;0.148;0.296;0.444;0.74;;;;;
29.08.2020 15:00;;0.113;0.226;0.34;0.566;;;;;
29.08.2020 16:00;;0.056;0.112;0.167;0.279;;;;;
29.08.2020 17:00;;0.016;0.032;0.048;0.079;;;;;
29.08.2020 18:00;;0;0;0;0;;;;;
29.08.2020 19:00;;0;0;0;0;;;;;
29.08.2020 20:00;;0;0;0;0;;;;;
29.08.2020 21:00;;0;0;0;0;;;;;
29.08.2020 22:00;;0;0;0;0;;;;;
29.08.2020 23:00;;0;0;0;0;;;;;
30.08.2020 00:00;;0;0;0;0;;;;;
30.08.2020 01:00;;0;0;0;0;;;;;
30.08.2020 02:00;;0;0;0;0;;;;;
30.08.2020 03:00;;0;0;0;0;;;;;
30.08.2020 04:00;;0;0;0;0;;;;;
30.08.2020 05:00;;0.027;0.054;0.081;0.136;;;;;
30.08.2020 06:00;;0.087;0.174;0.26;0.434;;;;;
30.08.2020 07:00;;0.148;0.297;0.445;0.742;;;;;
30.08.2020 08:00;;0.2;0.401;0.601;1.002;;;;;
30.08.2020 09:00;;0.198;0.395;0.593;0.988;;;;;
30.08.2020 10:00;;0.19;0.38;0.57;0.95;;;;;
30.08.2020 11:00;;0.282;0.564;0.846;1.41;;;;;
30.08.2020 12:00;;0.352;0.703;1.055;1.757;;;;;
30.08.2020 13:00;;0.301;0.602;0.904;1.505;;;;;
30.08.2020 14:00;;0.263;0.527;0.79;1.316;;;;;
30.08.2020 15:00;;0.221;0.441;0.662;1.103;;;;;
30.08.2020 16:00;;0.142;0.284;0.426;0.709;;;;;
30.08.2020 17:00;;0.036;0.071;0.107;0.178;;;;;
30.08.2020 18:00;;0;0;0;0;;;;;
30.08.2020 19:00;;0;0;0;0;;;;;
30.08.2020 20:00;;0;0;0;0;;;;;
30.08.2020 21:00;;0;0;0;0;;;;;
30.08.2020 22:00;;0;0;0;0;;;;;
30.08.2020 23:00;;0;0;0;0;;;;;
31.08.2020 00:00;;0;0;0;0;;;;;
31.08.2020 01:00;;0;0;0;0;;;;;
31.08.2020 02:00;;0;0;0;0;;;;;
31.08.2020 03:00;;0;0;0;0;;;;;
31.08.2020 04:00;;0.002;0.003;0.005;0.008;;;;;
31.08.2020 05:00;;0.045;0.089;0.134;0.223;;;;;
31.08.2020 06:00;;0.145;0.291;0.436;0.727;;;;;
31.08.2020 07:00;;0.336;0.671;1.007;1.678;;;;;
31.08.2020 08:00;;0.471;0.942;1.413;2.354;;;;;
31.08.2020 09:00;;0.662;1.323;1.985;3.308;;;;;
31.08.2020 10:00;;0.74;1.481;2.221;3.702;;;;;
31.08.2020 11:00;;0.761;1.521;2.282;3.804;;;;;
31.08.2020 12:00;;0.724;1.448;2.171;3.619;;;;;
31.08.2020 13:00;;0.65;1.301;1.951;3.252;;;;;
31.08.2020 14:00;;0.53;1.061;1.591;2.652;;;;;
31.08.2020 15:00;;0.362;0.724;1.086;1.809;;;;;
31.08.2020 16:00;;0.161;0.323;0.484;0.807;;;;;
31.08.2020 17:00;;0.028;0.057;0.085;0.142;;;;;
31.08.2020 18:00;;0;0;0;0;;;;;
31.08.2020 19:00;;0;0;0;0;;;;;
31.08.2020 20:00;;0;0;0;0;;;;;
31.08.2020 21:00;;0;0;0;0;;;;;
31.08.2020 22:00;;0;0;0;0;;;;;
31.08.2020 23:00;;0;0;0;0;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
