;;1kw;2kw;3kw;5kw;;;;;
09.05.2020 22:00;;0;0;0;0;;;;;
09.05.2020 23:00;;0;0;0;0;;;;;
10.05.2020 00:00;;0;0;0;0;;;;;
10.05.2020 01:00;;0;0;0;0;;;;;
10.05.2020 02:00;;0;0;0;0;;;;;
10.05.2020 03:00;;0.007;0.014;0.021;0.035;;;;;
10.05.2020 04:00;;0.034;0.067;0.101;0.168;;;;;
10.05.2020 05:00;;0.081;0.163;0.244;0.407;;;;;
10.05.2020 06:00;;0.158;0.316;0.474;0.79;;;;;
10.05.2020 07:00;;0.226;0.452;0.679;1.131;;;;;
10.05.2020 08:00;;0.265;0.53;0.794;1.323;;;;;
10.05.2020 09:00;;0.298;0.597;0.895;1.491;;;;;
10.05.2020 10:00;;0.336;0.672;1.009;1.68;;;;;
10.05.2020 11:00;;0.382;0.765;1.147;1.912;;;;;
10.05.2020 12:00;;0.364;0.727;1.091;1.817;;;;;
10.05.2020 13:00;;0.307;0.613;0.92;1.532;;;;;
10.05.2020 14:00;;0.21;0.42;0.631;1.051;;;;;
10.05.2020 15:00;;0.162;0.324;0.485;0.809;;;;;
10.05.2020 16:00;;0.103;0.206;0.31;0.516;;;;;
10.05.2020 17:00;;0.059;0.118;0.176;0.294;;;;;
10.05.2020 18:00;;0.024;0.049;0.073;0.122;;;;;
10.05.2020 19:00;;0.001;0.002;0.003;0.005;;;;;
10.05.2020 20:00;;0;0;0;0;;;;;
10.05.2020 21:00;;0;0;0;0;;;;;
10.05.2020 22:00;;0;0;0;0;;;;;
10.05.2020 23:00;;0;0;0;0;;;;;
11.05.2020 00:00;;0;0;0;0;;;;;
11.05.2020 01:00;;0;0;0;0;;;;;
11.05.2020 02:00;;0;0;0;0;;;;;
11.05.2020 03:00;;0.002;0.004;0.006;0.01;;;;;
11.05.2020 04:00;;0.019;0.039;0.058;0.097;;;;;
11.05.2020 05:00;;0.039;0.079;0.118;0.197;;;;;
11.05.2020 06:00;;0.075;0.15;0.224;0.374;;;;;
11.05.2020 07:00;;0.125;0.25;0.375;0.624;;;;;
11.05.2020 08:00;;0.173;0.346;0.518;0.864;;;;;
11.05.2020 09:00;;0.204;0.409;0.613;1.022;;;;;
11.05.2020 10:00;;0.239;0.479;0.718;1.197;;;;;
11.05.2020 11:00;;0.251;0.503;0.754;1.256;;;;;
11.05.2020 12:00;;0.204;0.408;0.612;1.02;;;;;
11.05.2020 13:00;;0.156;0.313;0.469;0.782;;;;;
11.05.2020 14:00;;0.116;0.232;0.348;0.58;;;;;
11.05.2020 15:00;;0.077;0.154;0.23;0.384;;;;;
11.05.2020 16:00;;0.045;0.091;0.136;0.226;;;;;
11.05.2020 17:00;;0.02;0.039;0.059;0.098;;;;;
11.05.2020 18:00;;0.007;0.015;0.022;0.037;;;;;
11.05.2020 19:00;;0;0;0;0;;;;;
11.05.2020 20:00;;0;0;0;0;;;;;
11.05.2020 21:00;;0;0;0;0;;;;;
11.05.2020 22:00;;0;0;0;0;;;;;
11.05.2020 23:00;;0;0;0;0;;;;;
12.05.2020 00:00;;0;0;0;0;;;;;
12.05.2020 01:00;;0;0;0;0;;;;;
12.05.2020 02:00;;0;0;0;0;;;;;
12.05.2020 03:00;;0.004;0.009;0.013;0.022;;;;;
12.05.2020 04:00;;0.022;0.043;0.065;0.108;;;;;
12.05.2020 05:00;;0.059;0.118;0.177;0.295;;;;;
12.05.2020 06:00;;0.121;0.241;0.362;0.604;;;;;
12.05.2020 07:00;;0.227;0.453;0.68;1.133;;;;;
12.05.2020 08:00;;0.298;0.596;0.894;1.489;;;;;
12.05.2020 09:00;;0.341;0.681;1.022;1.703;;;;;
12.05.2020 10:00;;0.338;0.677;1.015;1.692;;;;;
12.05.2020 11:00;;0.36;0.721;1.081;1.801;;;;;
12.05.2020 12:00;;0.348;0.697;1.045;1.742;;;;;
12.05.2020 13:00;;0.265;0.531;0.796;1.326;;;;;
12.05.2020 14:00;;0.192;0.384;0.576;0.96;;;;;
12.05.2020 15:00;;0.145;0.289;0.434;0.723;;;;;
12.05.2020 16:00;;0.1;0.199;0.299;0.498;;;;;
12.05.2020 17:00;;0.051;0.103;0.154;0.256;;;;;
12.05.2020 18:00;;0.017;0.034;0.052;0.086;;;;;
12.05.2020 19:00;;0.001;0.001;0.002;0.003;;;;;
12.05.2020 20:00;;0;0;0;0;;;;;
12.05.2020 21:00;;0;0;0;0;;;;;
12.05.2020 22:00;;0;0;0;0;;;;;
12.05.2020 23:00;;0;0;0;0;;;;;
13.05.2020 00:00;;0;0;0;0;;;;;
13.05.2020 01:00;;0;0;0;0;;;;;
13.05.2020 02:00;;0;0;0;0;;;;;
13.05.2020 03:00;;0.007;0.014;0.021;0.034;;;;;
13.05.2020 04:00;;0.037;0.075;0.112;0.187;;;;;
13.05.2020 05:00;;0.084;0.169;0.253;0.422;;;;;
13.05.2020 06:00;;0.129;0.259;0.388;0.647;;;;;
13.05.2020 07:00;;0.186;0.372;0.559;0.931;;;;;
13.05.2020 08:00;;0.215;0.429;0.644;1.072;;;;;
13.05.2020 09:00;;0.242;0.484;0.726;1.21;;;;;
13.05.2020 10:00;;0.282;0.564;0.846;1.41;;;;;
13.05.2020 11:00;;0.26;0.521;0.781;1.302;;;;;
13.05.2020 12:00;;0.248;0.495;0.743;1.238;;;;;
13.05.2020 13:00;;0.188;0.375;0.563;0.938;;;;;
13.05.2020 14:00;;0.164;0.328;0.492;0.819;;;;;
13.05.2020 15:00;;0.115;0.231;0.346;0.577;;;;;
13.05.2020 16:00;;0.088;0.175;0.263;0.438;;;;;
13.05.2020 17:00;;0.048;0.096;0.144;0.24;;;;;
13.05.2020 18:00;;0.019;0.038;0.057;0.096;;;;;
13.05.2020 19:00;;0.002;0.003;0.005;0.008;;;;;
13.05.2020 20:00;;0;0;0;0;;;;;
13.05.2020 21:00;;0;0;0;0;;;;;
13.05.2020 22:00;;0;0;0;0;;;;;
13.05.2020 23:00;;0;0;0;0;;;;;
14.05.2020 00:00;;0;0;0;0;;;;;
14.05.2020 01:00;;0;0;0;0;;;;;
14.05.2020 02:00;;0;0;0;0;;;;;
14.05.2020 03:00;;0.008;0.016;0.023;0.039;;;;;
14.05.2020 04:00;;0.038;0.075;0.113;0.188;;;;;
14.05.2020 05:00;;0.076;0.153;0.229;0.382;;;;;
14.05.2020 06:00;;0.117;0.235;0.352;0.586;;;;;
14.05.2020 07:00;;0.152;0.305;0.457;0.761;;;;;
14.05.2020 08:00;;0.181;0.362;0.543;0.905;;;;;
14.05.2020 09:00;;0.197;0.394;0.592;0.986;;;;;
14.05.2020 10:00;;0.204;0.409;0.613;1.022;;;;;
14.05.2020 11:00;;0.196;0.393;0.589;0.981;;;;;
14.05.2020 12:00;;0.179;0.358;0.537;0.895;;;;;
14.05.2020 13:00;;0.173;0.347;0.52;0.866;;;;;
14.05.2020 14:00;;0.153;0.306;0.459;0.765;;;;;
14.05.2020 15:00;;0.124;0.248;0.372;0.619;;;;;
14.05.2020 16:00;;0.085;0.17;0.254;0.424;;;;;
14.05.2020 17:00;;0.045;0.089;0.134;0.223;;;;;
14.05.2020 18:00;;0.017;0.034;0.051;0.085;;;;;
14.05.2020 19:00;;0.001;0.002;0.004;0.006;;;;;
14.05.2020 20:00;;0;0;0;0;;;;;
14.05.2020 21:00;;0;0;0;0;;;;;
14.05.2020 22:00;;0;0;0;0;;;;;
14.05.2020 23:00;;0;0;0;0;;;;;
15.05.2020 00:00;;0;0;0;0;;;;;
15.05.2020 01:00;;0;0;0;0;;;;;
15.05.2020 02:00;;0;0;0;0;;;;;
15.05.2020 03:00;;0.01;0.02;0.03;0.05;;;;;
15.05.2020 04:00;;0.042;0.083;0.125;0.208;;;;;
15.05.2020 05:00;;0.084;0.168;0.251;0.419;;;;;
15.05.2020 06:00;;0.141;0.281;0.422;0.703;;;;;
15.05.2020 07:00;;0.212;0.424;0.636;1.061;;;;;
15.05.2020 08:00;;0.255;0.51;0.766;1.276;;;;;
15.05.2020 09:00;;0.306;0.611;0.917;1.528;;;;;
15.05.2020 10:00;;0.333;0.666;1;1.666;;;;;
15.05.2020 11:00;;0.319;0.638;0.957;1.595;;;;;
15.05.2020 12:00;;0.267;0.534;0.802;1.335;;;;;
15.05.2020 13:00;;0.237;0.473;0.71;1.183;;;;;
15.05.2020 14:00;;0.189;0.379;0.568;0.946;;;;;
15.05.2020 15:00;;0.139;0.278;0.417;0.695;;;;;
15.05.2020 16:00;;0.09;0.18;0.27;0.449;;;;;
15.05.2020 17:00;;0.047;0.094;0.141;0.236;;;;;
15.05.2020 18:00;;0.018;0.035;0.053;0.088;;;;;
15.05.2020 19:00;;0.002;0.003;0.005;0.008;;;;;
15.05.2020 20:00;;0;0;0;0;;;;;
15.05.2020 21:00;;0;0;0;0;;;;;
15.05.2020 22:00;;0;0;0;0;;;;;
15.05.2020 23:00;;0;0;0;0;;;;;
16.05.2020 00:00;;0;0;0;0;;;;;
16.05.2020 01:00;;0;0;0;0;;;;;
16.05.2020 02:00;;0;0;0;0;;;;;
16.05.2020 03:00;;0.007;0.013;0.02;0.033;;;;;
16.05.2020 04:00;;0.021;0.043;0.064;0.107;;;;;
16.05.2020 05:00;;0.041;0.082;0.123;0.204;;;;;
16.05.2020 06:00;;0.079;0.157;0.236;0.392;;;;;
16.05.2020 07:00;;0.116;0.231;0.347;0.578;;;;;
16.05.2020 08:00;;0.165;0.331;0.496;0.827;;;;;
16.05.2020 09:00;;0.215;0.429;0.644;1.072;;;;;
16.05.2020 10:00;;0.246;0.492;0.737;1.229;;;;;
16.05.2020 11:00;;0.246;0.492;0.739;1.231;;;;;
16.05.2020 12:00;;0.227;0.454;0.681;1.135;;;;;
16.05.2020 13:00;;0.185;0.37;0.555;0.925;;;;;
16.05.2020 14:00;;0.145;0.29;0.434;0.723;;;;;
16.05.2020 15:00;;0.107;0.214;0.321;0.535;;;;;
16.05.2020 16:00;;0.069;0.138;0.207;0.344;;;;;
16.05.2020 17:00;;0.039;0.079;0.118;0.197;;;;;
16.05.2020 18:00;;0.016;0.033;0.049;0.081;;;;;
16.05.2020 19:00;;0.002;0.003;0.005;0.009;;;;;
16.05.2020 20:00;;0;0;0;0;;;;;
16.05.2020 21:00;;0;0;0;0;;;;;
16.05.2020 22:00;;0;0;0;0;;;;;
16.05.2020 23:00;;0;0;0;0;;;;;
17.05.2020 00:00;;0;0;0;0;;;;;
17.05.2020 01:00;;0;0;0;0;;;;;
17.05.2020 02:00;;0;0;0;0;;;;;
17.05.2020 03:00;;0.004;0.008;0.013;0.021;;;;;
17.05.2020 04:00;;0.023;0.046;0.069;0.114;;;;;
17.05.2020 05:00;;0.054;0.109;0.163;0.272;;;;;
17.05.2020 06:00;;0.107;0.213;0.32;0.533;;;;;
17.05.2020 07:00;;0.169;0.339;0.508;0.847;;;;;
17.05.2020 08:00;;0.206;0.411;0.617;1.029;;;;;
17.05.2020 09:00;;0.272;0.544;0.816;1.361;;;;;
17.05.2020 10:00;;0.288;0.576;0.864;1.439;;;;;
17.05.2020 11:00;;0.305;0.611;0.916;1.527;;;;;
17.05.2020 12:00;;0.295;0.59;0.884;1.473;;;;;
17.05.2020 13:00;;0.263;0.526;0.789;1.315;;;;;
17.05.2020 14:00;;0.224;0.448;0.672;1.119;;;;;
17.05.2020 15:00;;0.19;0.379;0.569;0.948;;;;;
17.05.2020 16:00;;0.122;0.244;0.366;0.611;;;;;
17.05.2020 17:00;;0.084;0.168;0.253;0.421;;;;;
17.05.2020 18:00;;0.043;0.085;0.128;0.213;;;;;
17.05.2020 19:00;;0.008;0.017;0.025;0.042;;;;;
17.05.2020 20:00;;0;0;0;0;;;;;
17.05.2020 21:00;;0;0;0;0;;;;;
17.05.2020 22:00;;0;0;0;0;;;;;
17.05.2020 23:00;;0;0;0;0;;;;;
18.05.2020 00:00;;0;0;0;0;;;;;
18.05.2020 01:00;;0;0;0;0;;;;;
18.05.2020 02:00;;0;0;0;0;;;;;
18.05.2020 03:00;;0.016;0.033;0.049;0.082;;;;;
18.05.2020 04:00;;0.056;0.112;0.167;0.279;;;;;
18.05.2020 05:00;;0.145;0.29;0.435;0.725;;;;;
18.05.2020 06:00;;0.216;0.431;0.647;1.078;;;;;
18.05.2020 07:00;;0.256;0.512;0.768;1.279;;;;;
18.05.2020 08:00;;0.308;0.616;0.924;1.54;;;;;
18.05.2020 09:00;;0.36;0.72;1.08;1.799;;;;;
18.05.2020 10:00;;0.393;0.786;1.178;1.964;;;;;
18.05.2020 11:00;;0.436;0.873;1.309;2.182;;;;;
18.05.2020 12:00;;0.456;0.913;1.369;2.283;;;;;
18.05.2020 13:00;;0.416;0.832;1.248;2.081;;;;;
18.05.2020 14:00;;0.373;0.745;1.118;1.863;;;;;
18.05.2020 15:00;;0.25;0.5;0.75;1.251;;;;;
18.05.2020 16:00;;0.168;0.337;0.505;0.842;;;;;
18.05.2020 17:00;;0.093;0.187;0.28;0.467;;;;;
18.05.2020 18:00;;0.045;0.089;0.134;0.223;;;;;
18.05.2020 19:00;;0.012;0.024;0.036;0.059;;;;;
18.05.2020 20:00;;0;0;0;0;;;;;
18.05.2020 21:00;;0;0;0;0;;;;;
18.05.2020 22:00;;0;0;0;0;;;;;
18.05.2020 23:00;;0;0;0;0;;;;;
19.05.2020 00:00;;0;0;0;0;;;;;
19.05.2020 01:00;;0;0;0;0;;;;;
19.05.2020 02:00;;0;0;0;0;;;;;
19.05.2020 03:00;;0.009;0.018;0.026;0.044;;;;;
19.05.2020 04:00;;0.031;0.062;0.094;0.156;;;;;
19.05.2020 05:00;;0.078;0.156;0.234;0.391;;;;;
19.05.2020 06:00;;0.109;0.219;0.328;0.547;;;;;
19.05.2020 07:00;;0.155;0.31;0.464;0.774;;;;;
19.05.2020 08:00;;0.174;0.349;0.523;0.871;;;;;
19.05.2020 09:00;;0.344;0.689;1.033;1.722;;;;;
19.05.2020 10:00;;0.437;0.874;1.311;2.184;;;;;
19.05.2020 11:00;;0.422;0.844;1.265;2.109;;;;;
19.05.2020 12:00;;0.434;0.869;1.303;2.172;;;;;
19.05.2020 13:00;;0.381;0.761;1.142;1.903;;;;;
19.05.2020 14:00;;0.356;0.712;1.068;1.781;;;;;
19.05.2020 15:00;;0.292;0.583;0.875;1.459;;;;;
19.05.2020 16:00;;0.197;0.393;0.59;0.983;;;;;
19.05.2020 17:00;;0.11;0.22;0.33;0.551;;;;;
19.05.2020 18:00;;0.055;0.111;0.166;0.276;;;;;
19.05.2020 19:00;;0.016;0.033;0.049;0.082;;;;;
19.05.2020 20:00;;0;0;0;0;;;;;
19.05.2020 21:00;;0;0;0;0;;;;;
19.05.2020 22:00;;0;0;0;0;;;;;
19.05.2020 23:00;;0;0;0;0;;;;;
20.05.2020 00:00;;0;0;0;0;;;;;
20.05.2020 01:00;;0;0;0;0;;;;;
20.05.2020 02:00;;0.001;0.001;0.002;0.003;;;;;
20.05.2020 03:00;;0.024;0.047;0.071;0.118;;;;;
20.05.2020 04:00;;0.06;0.12;0.18;0.3;;;;;
20.05.2020 05:00;;0.156;0.313;0.469;0.782;;;;;
20.05.2020 06:00;;0.349;0.698;1.047;1.745;;;;;
20.05.2020 07:00;;0.527;1.054;1.581;2.634;;;;;
20.05.2020 08:00;;0.669;1.338;2.008;3.346;;;;;
20.05.2020 09:00;;0.765;1.53;2.295;3.825;;;;;
20.05.2020 10:00;;0.834;1.667;2.501;4.168;;;;;
20.05.2020 11:00;;0.853;1.706;2.559;4.265;;;;;
20.05.2020 12:00;;0.819;1.639;2.458;4.097;;;;;
20.05.2020 13:00;;0.743;1.487;2.23;3.716;;;;;
20.05.2020 14:00;;0.625;1.25;1.874;3.124;;;;;
20.05.2020 15:00;;0.467;0.934;1.401;2.335;;;;;
20.05.2020 16:00;;0.281;0.562;0.842;1.404;;;;;
20.05.2020 17:00;;0.095;0.189;0.284;0.473;;;;;
20.05.2020 18:00;;0.033;0.065;0.098;0.164;;;;;
20.05.2020 19:00;;0.016;0.032;0.048;0.08;;;;;
20.05.2020 20:00;;0;0;0;0;;;;;
20.05.2020 21:00;;0;0;0;0;;;;;
20.05.2020 22:00;;0;0;0;0;;;;;
20.05.2020 23:00;;0;0;0;0;;;;;
21.05.2020 00:00;;0;0;0;0;;;;;
21.05.2020 01:00;;0;0;0;0;;;;;
21.05.2020 02:00;;0.003;0.005;0.008;0.013;;;;;
21.05.2020 03:00;;0.028;0.055;0.083;0.138;;;;;
21.05.2020 04:00;;0.045;0.091;0.136;0.227;;;;;
21.05.2020 05:00;;0.182;0.363;0.545;0.909;;;;;
21.05.2020 06:00;;0.366;0.732;1.097;1.829;;;;;
21.05.2020 07:00;;0.535;1.071;1.606;2.677;;;;;
21.05.2020 08:00;;0.618;1.235;1.853;3.088;;;;;
21.05.2020 09:00;;0.6;1.201;1.801;3.001;;;;;
21.05.2020 10:00;;0.539;1.078;1.617;2.694;;;;;
21.05.2020 11:00;;0.505;1.011;1.516;2.527;;;;;
21.05.2020 12:00;;0.46;0.92;1.38;2.299;;;;;
21.05.2020 13:00;;0.393;0.787;1.18;1.967;;;;;
21.05.2020 14:00;;0.303;0.605;0.908;1.513;;;;;
21.05.2020 15:00;;0.22;0.44;0.66;1.099;;;;;
21.05.2020 16:00;;0.147;0.294;0.442;0.736;;;;;
21.05.2020 17:00;;0.089;0.177;0.266;0.443;;;;;
21.05.2020 18:00;;0.045;0.089;0.134;0.223;;;;;
21.05.2020 19:00;;0.014;0.028;0.042;0.07;;;;;
21.05.2020 20:00;;0;0;0;0;;;;;
21.05.2020 21:00;;0;0;0;0;;;;;
21.05.2020 22:00;;0;0;0;0;;;;;
21.05.2020 23:00;;0;0;0;0;;;;;
22.05.2020 00:00;;0;0;0;0;;;;;
22.05.2020 01:00;;0;0;0;0;;;;;
22.05.2020 02:00;;0.003;0.005;0.008;0.013;;;;;
22.05.2020 03:00;;0.03;0.059;0.089;0.148;;;;;
22.05.2020 04:00;;0.05;0.101;0.151;0.251;;;;;
22.05.2020 05:00;;0.174;0.348;0.522;0.871;;;;;
22.05.2020 06:00;;0.341;0.681;1.022;1.704;;;;;
22.05.2020 07:00;;0.499;0.997;1.496;2.493;;;;;
22.05.2020 08:00;;0.626;1.252;1.877;3.129;;;;;
22.05.2020 09:00;;0.722;1.445;2.167;3.612;;;;;
22.05.2020 10:00;;0.776;1.552;2.327;3.879;;;;;
22.05.2020 11:00;;0.781;1.563;2.344;3.906;;;;;
22.05.2020 12:00;;0.705;1.41;2.116;3.526;;;;;
22.05.2020 13:00;;0.535;1.07;1.605;2.674;;;;;
22.05.2020 14:00;;0.352;0.705;1.057;1.761;;;;;
22.05.2020 15:00;;0.196;0.391;0.587;0.978;;;;;
22.05.2020 16:00;;0.118;0.235;0.353;0.589;;;;;
22.05.2020 17:00;;0.066;0.132;0.198;0.33;;;;;
22.05.2020 18:00;;0.029;0.057;0.086;0.144;;;;;
22.05.2020 19:00;;0.007;0.013;0.02;0.033;;;;;
22.05.2020 20:00;;0;0;0;0;;;;;
22.05.2020 21:00;;0;0;0;0;;;;;
22.05.2020 22:00;;0;0;0;0;;;;;
22.05.2020 23:00;;0;0;0;0;;;;;
23.05.2020 00:00;;0;0;0;0;;;;;
23.05.2020 01:00;;0;0;0;0;;;;;
23.05.2020 02:00;;0.001;0.003;0.004;0.007;;;;;
23.05.2020 03:00;;0.029;0.059;0.088;0.147;;;;;
23.05.2020 04:00;;0.044;0.087;0.131;0.218;;;;;
23.05.2020 05:00;;0.178;0.355;0.533;0.888;;;;;
23.05.2020 06:00;;0.32;0.64;0.96;1.599;;;;;
23.05.2020 07:00;;0.395;0.791;1.186;1.977;;;;;
23.05.2020 08:00;;0.359;0.718;1.078;1.795;;;;;
23.05.2020 09:00;;0.375;0.751;1.126;1.876;;;;;
23.05.2020 10:00;;0.472;0.944;1.417;2.36;;;;;
23.05.2020 11:00;;0.585;1.17;1.755;2.925;;;;;
23.05.2020 12:00;;0.648;1.297;1.945;3.242;;;;;
23.05.2020 13:00;;0.617;1.233;1.85;3.084;;;;;
23.05.2020 14:00;;0.511;1.022;1.533;2.555;;;;;
23.05.2020 15:00;;0.352;0.704;1.055;1.76;;;;;
23.05.2020 16:00;;0.21;0.42;0.629;1.049;;;;;
23.05.2020 17:00;;0.107;0.215;0.322;0.537;;;;;
23.05.2020 18:00;;0.053;0.106;0.159;0.265;;;;;
23.05.2020 19:00;;0.017;0.034;0.051;0.085;;;;;
23.05.2020 20:00;;0;0;0;0;;;;;
23.05.2020 21:00;;0;0;0;0;;;;;
23.05.2020 22:00;;0;0;0;0;;;;;
23.05.2020 23:00;;0;0;0;0;;;;;
24.05.2020 00:00;;0;0;0;0;;;;;
24.05.2020 01:00;;0;0;0;0;;;;;
24.05.2020 02:00;;0.004;0.008;0.012;0.02;;;;;
24.05.2020 03:00;;0.031;0.062;0.094;0.156;;;;;
24.05.2020 04:00;;0.048;0.096;0.145;0.241;;;;;
24.05.2020 05:00;;0.181;0.362;0.543;0.905;;;;;
24.05.2020 06:00;;0.353;0.707;1.06;1.766;;;;;
24.05.2020 07:00;;0.508;1.015;1.523;2.537;;;;;
24.05.2020 08:00;;0.623;1.246;1.869;3.115;;;;;
24.05.2020 09:00;;0.677;1.355;2.032;3.387;;;;;
24.05.2020 10:00;;0.652;1.304;1.956;3.261;;;;;
24.05.2020 11:00;;0.533;1.066;1.599;2.664;;;;;
24.05.2020 12:00;;0.478;0.956;1.434;2.39;;;;;
24.05.2020 13:00;;0.347;0.695;1.042;1.737;;;;;
24.05.2020 14:00;;0.333;0.666;0.999;1.665;;;;;
24.05.2020 15:00;;0.218;0.436;0.654;1.09;;;;;
24.05.2020 16:00;;0.16;0.32;0.48;0.8;;;;;
24.05.2020 17:00;;0.104;0.208;0.312;0.521;;;;;
24.05.2020 18:00;;0.05;0.1;0.15;0.25;;;;;
24.05.2020 19:00;;0.017;0.034;0.051;0.086;;;;;
24.05.2020 20:00;;0;0;0;0;;;;;
24.05.2020 21:00;;0;0;0;0;;;;;
24.05.2020 22:00;;0;0;0;0;;;;;
24.05.2020 23:00;;0;0;0;0;;;;;
25.05.2020 00:00;;0;0;0;0;;;;;
25.05.2020 01:00;;0;0;0;0;;;;;
25.05.2020 02:00;;0.001;0.002;0.003;0.005;;;;;
25.05.2020 03:00;;0.014;0.028;0.041;0.069;;;;;
25.05.2020 04:00;;0.029;0.057;0.086;0.143;;;;;
25.05.2020 05:00;;0.071;0.141;0.212;0.353;;;;;
25.05.2020 06:00;;0.21;0.42;0.63;1.051;;;;;
25.05.2020 07:00;;0.263;0.526;0.79;1.316;;;;;
25.05.2020 08:00;;0.334;0.668;1.002;1.67;;;;;
25.05.2020 09:00;;0.529;1.059;1.588;2.647;;;;;
25.05.2020 10:00;;0.676;1.351;2.027;3.378;;;;;
25.05.2020 11:00;;0.695;1.39;2.085;3.475;;;;;
25.05.2020 12:00;;0.613;1.225;1.838;3.062;;;;;
25.05.2020 13:00;;0.596;1.192;1.788;2.979;;;;;
25.05.2020 14:00;;0.504;1.009;1.513;2.521;;;;;
25.05.2020 15:00;;0.383;0.766;1.149;1.915;;;;;
25.05.2020 16:00;;0.258;0.515;0.773;1.288;;;;;
25.05.2020 17:00;;0.11;0.22;0.33;0.55;;;;;
25.05.2020 18:00;;0.047;0.094;0.14;0.234;;;;;
25.05.2020 19:00;;0.023;0.046;0.068;0.114;;;;;
25.05.2020 20:00;;0;0;0;0;;;;;
25.05.2020 21:00;;0;0;0;0;;;;;
25.05.2020 22:00;;0;0;0;0;;;;;
25.05.2020 23:00;;0;0;0;0;;;;;
26.05.2020 00:00;;0;0;0;0;;;;;
26.05.2020 01:00;;0;0;0;0;;;;;
26.05.2020 02:00;;0.001;0.002;0.002;0.004;;;;;
26.05.2020 03:00;;0.02;0.04;0.06;0.1;;;;;
26.05.2020 04:00;;0.057;0.114;0.172;0.286;;;;;
26.05.2020 05:00;;0.12;0.24;0.36;0.6;;;;;
26.05.2020 06:00;;0.219;0.439;0.658;1.097;;;;;
26.05.2020 07:00;;0.346;0.692;1.038;1.73;;;;;
26.05.2020 08:00;;0.449;0.898;1.346;2.244;;;;;
26.05.2020 09:00;;0.494;0.987;1.481;2.468;;;;;
26.05.2020 10:00;;0.432;0.864;1.296;2.16;;;;;
26.05.2020 11:00;;0.399;0.798;1.197;1.994;;;;;
26.05.2020 12:00;;0.387;0.774;1.161;1.936;;;;;
26.05.2020 13:00;;0.34;0.679;1.019;1.698;;;;;
26.05.2020 14:00;;0.262;0.524;0.786;1.308;;;;;
26.05.2020 15:00;;0.203;0.406;0.61;1.015;;;;;
26.05.2020 16:00;;0.156;0.313;0.469;0.781;;;;;
26.05.2020 17:00;;0.093;0.186;0.279;0.464;;;;;
26.05.2020 18:00;;0.063;0.127;0.19;0.317;;;;;
26.05.2020 19:00;;0.022;0.045;0.067;0.111;;;;;
26.05.2020 20:00;;0;0;0;0;;;;;
26.05.2020 21:00;;0;0;0;0;;;;;
26.05.2020 22:00;;0;0;0;0;;;;;
26.05.2020 23:00;;0;0;0;0;;;;;
27.05.2020 00:00;;0;0;0;0;;;;;
27.05.2020 01:00;;0;0;0;0;;;;;
27.05.2020 02:00;;0.006;0.013;0.019;0.032;;;;;
27.05.2020 03:00;;0.035;0.071;0.106;0.177;;;;;
27.05.2020 04:00;;0.068;0.136;0.203;0.339;;;;;
27.05.2020 05:00;;0.11;0.221;0.331;0.551;;;;;
27.05.2020 06:00;;0.17;0.34;0.51;0.85;;;;;
27.05.2020 07:00;;0.264;0.527;0.791;1.319;;;;;
27.05.2020 08:00;;0.312;0.624;0.936;1.559;;;;;
27.05.2020 09:00;;0.332;0.664;0.997;1.66;;;;;
27.05.2020 10:00;;0.316;0.633;0.949;1.58;;;;;
27.05.2020 11:00;;0.278;0.557;0.835;1.391;;;;;
27.05.2020 12:00;;0.244;0.487;0.731;1.217;;;;;
27.05.2020 13:00;;0.269;0.539;0.808;1.347;;;;;
27.05.2020 14:00;;0.278;0.556;0.834;1.39;;;;;
27.05.2020 15:00;;0.247;0.495;0.742;1.237;;;;;
27.05.2020 16:00;;0.199;0.398;0.597;0.995;;;;;
27.05.2020 17:00;;0.096;0.191;0.287;0.479;;;;;
27.05.2020 18:00;;0.045;0.09;0.136;0.226;;;;;
27.05.2020 19:00;;0.016;0.032;0.047;0.079;;;;;
27.05.2020 20:00;;0;0;0;0;;;;;
27.05.2020 21:00;;0;0;0;0;;;;;
27.05.2020 22:00;;0;0;0;0;;;;;
27.05.2020 23:00;;0;0;0;0;;;;;
28.05.2020 00:00;;0;0;0;0;;;;;
28.05.2020 01:00;;0;0;0;0;;;;;
28.05.2020 02:00;;0;0.001;0.001;0.001;;;;;
28.05.2020 03:00;;0.013;0.026;0.039;0.065;;;;;
28.05.2020 04:00;;0.042;0.083;0.125;0.208;;;;;
28.05.2020 05:00;;0.056;0.113;0.169;0.282;;;;;
28.05.2020 06:00;;0.06;0.12;0.18;0.3;;;;;
28.05.2020 07:00;;0.105;0.21;0.315;0.526;;;;;
28.05.2020 08:00;;0.155;0.31;0.465;0.774;;;;;
28.05.2020 09:00;;0.217;0.435;0.652;1.087;;;;;
28.05.2020 10:00;;0.338;0.676;1.014;1.69;;;;;
28.05.2020 11:00;;0.362;0.723;1.085;1.808;;;;;
28.05.2020 12:00;;0.376;0.752;1.128;1.879;;;;;
28.05.2020 13:00;;0.378;0.757;1.135;1.891;;;;;
28.05.2020 14:00;;0.31;0.62;0.93;1.55;;;;;
28.05.2020 15:00;;0.233;0.466;0.699;1.164;;;;;
28.05.2020 16:00;;0.169;0.339;0.508;0.846;;;;;
28.05.2020 17:00;;0.092;0.184;0.276;0.461;;;;;
28.05.2020 18:00;;0.049;0.098;0.147;0.245;;;;;
